age,workclass,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,capital-balance,income
72,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,70,United-States,4931,0
30,Private,CommunityCollege,NotMarried,Sales,Not-in-family,Black,1,40,United-States,0,0
51,Private,CommunityCollege,Separated,Craft-repair,Not-in-family,White,1,40,United-States,6849,0
24,Private,Masters,NotMarried,Exec-managerial,Own-child,White,0,60,United-States,4787,1
43,Private,HighGrad,NotMarried,Craft-repair,Other-relative,White,1,40,United-States,0,0
53,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
45,Private,CommunityCollege,Separated,Exec-managerial,Unmarried,White,0,64,United-States,0,0
21,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,Other,1,40,United-States,0,0
36,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,1,40,Outros,0,0
34,Private,HighGrad,Separated,Machine-op-inspct,Not-in-family,White,0,40,United-States,0,0
25,Private,dropout,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
57,State-gov,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
46,Federal-gov,Masters,Married,Exec-managerial,Other-relative,White,1,40,United-States,15024,1
30,Private,HighGrad,Separated,Farming-fishing,Not-in-family,White,1,40,United-States,0,0
31,Private,Bachelors,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
42,Private,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,0,0
48,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,1
42,Private,CommunityCollege,Separated,Craft-repair,Not-in-family,White,1,40,United-States,3325,0
57,Private,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,4650,0
45,Local-gov,Masters,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
27,Private,Bachelors,NotMarried,Sales,Not-in-family,White,0,55,United-States,-2258,0
41,Private,dropout,Separated,Protective-serv,Not-in-family,White,0,20,United-States,0,0
44,Private,CommunityCollege,Married,Sales,Husband,White,1,40,United-States,0,1
39,State-gov,CommunityCollege,Married,Sales,Husband,White,1,40,United-States,0,0
18,Private,CommunityCollege,NotMarried,Sales,Own-child,White,0,25,United-States,0,0
31,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
24,Private,HighGrad,NotMarried,Adm-clerical,Unmarried,White,1,50,United-States,0,0
19,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,1,30,United-States,0,0
54,Private,HighGrad,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,2174,0
47,Private,CommunityCollege,Separated,Machine-op-inspct,Unmarried,White,0,40,United-States,0,0
17,Private,dropout,NotMarried,Farming-fishing,Own-child,White,1,12,United-States,0,0
39,State-gov,Masters,Married,Prof-specialty,Husband,Asian-Pac-Islander,1,48,Outros,0,0
24,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,Black,1,40,United-States,0,0
20,Private,CommunityCollege,NotMarried,Protective-serv,Not-in-family,Amer-Indian-Eskimo,0,40,United-States,0,0
25,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,1
39,Local-gov,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,0,44,United-States,0,1
20,Private,CommunityCollege,NotMarried,Prof-specialty,Own-child,White,1,40,United-States,0,0
44,Private,Masters,Married,Craft-repair,Husband,Black,1,40,United-States,0,0
23,Private,CommunityCollege,NotMarried,Craft-repair,Own-child,White,1,20,Outros,0,0
24,Private,dropout,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
53,Private,HighGrad,Married,Sales,Husband,White,1,40,United-States,0,1
24,Self-emp-not-inc,Bachelors,Married,Prof-specialty,Other-relative,White,0,20,United-States,0,1
45,Federal-gov,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
55,Private,CommunityCollege,Married,Transport-moving,Husband,White,1,74,United-States,0,1
21,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,20,United-States,0,0
64,Self-emp-not-inc,Masters,Married,Farming-fishing,Husband,White,1,40,United-States,0,0
36,Private,Bachelors,Married,Machine-op-inspct,Wife,White,0,20,United-States,0,0
55,Local-gov,CommunityCollege,Separated,Adm-clerical,Not-in-family,Black,0,55,United-States,0,1
21,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,24,United-States,4416,0
17,Local-gov,dropout,NotMarried,Prof-specialty,Own-child,White,0,7,United-States,0,0
27,Private,CommunityCollege,NotMarried,Other-service,Own-child,White,0,40,United-States,0,0
25,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,Black,0,40,United-States,0,0
38,Private,CommunityCollege,Married,Exec-managerial,Wife,White,0,35,United-States,0,1
52,Private,HighGrad,Separated,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
22,Private,HighGrad,NotMarried,Handlers-cleaners,Not-in-family,White,1,30,United-States,0,0
37,Private,Masters,Married,Exec-managerial,Husband,White,1,60,United-States,15024,1
37,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,45,United-States,15024,1
65,Self-emp-not-inc,Masters,Married,Prof-specialty,Husband,White,1,39,United-States,0,1
28,Private,Bachelors,NotMarried,Adm-clerical,Own-child,White,1,40,United-States,0,0
32,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
53,Self-emp-not-inc,Bachelors,Married,Craft-repair,Husband,Asian-Pac-Islander,1,35,Outros,0,0
32,Private,dropout,NotMarried,Craft-repair,Not-in-family,Black,0,50,United-States,0,0
45,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,1
34,Local-gov,Bachelors,Married,Prof-specialty,Wife,White,0,50,United-States,0,0
39,Private,HighGrad,Married,Other-service,Wife,White,0,40,United-States,0,0
43,Private,CommunityCollege,Separated,Machine-op-inspct,Unmarried,Black,0,40,United-States,0,0
35,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,Black,1,40,United-States,0,0
41,Self-emp-inc,Doctorate,Married,Sales,Husband,Asian-Pac-Islander,1,40,Outros,0,1
62,Self-emp-not-inc,Masters,NotMarried,Sales,Not-in-family,White,0,20,United-States,0,0
45,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,40,United-States,0,0
35,Private,HighGrad,Separated,Machine-op-inspct,Not-in-family,White,0,40,United-States,0,0
34,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
40,Private,Masters,Married,Prof-specialty,Husband,White,1,60,United-States,0,1
17,Private,dropout,NotMarried,Other-service,Own-child,White,1,15,United-States,0,0
18,Private,HighGrad,NotMarried,Sales,Own-child,White,1,40,United-States,0,0
27,Private,HighGrad,Separated,Other-service,Unmarried,Black,0,40,United-States,0,0
20,Private,dropout,NotMarried,Handlers-cleaners,Not-in-family,White,1,40,United-States,0,0
55,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,58,United-States,0,0
57,Private,dropout,Widowed,Other-service,Not-in-family,White,0,40,United-States,0,0
38,Private,Doctorate,Married,Adm-clerical,Husband,White,1,40,United-States,0,0
20,Private,dropout,NotMarried,Handlers-cleaners,Not-in-family,White,0,40,Outros,0,0
52,Self-emp-not-inc,dropout,Married,Craft-repair,Husband,White,1,20,Mexico,0,0
18,Private,dropout,NotMarried,Other-service,Not-in-family,Black,1,20,United-States,0,0
52,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,45,United-States,0,0
42,Private,Bachelors,Married,Adm-clerical,Husband,White,1,40,United-States,0,1
48,Private,Bachelors,Married,Tech-support,Husband,White,1,40,United-States,0,1
55,Private,HighGrad,Separated,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
18,Private,HighGrad,NotMarried,Craft-repair,Own-child,White,1,30,United-States,0,0
17,Private,dropout,NotMarried,Sales,Own-child,White,1,22,United-States,0,0
47,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,40,United-States,0,0
29,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,Asian-Pac-Islander,1,26,United-States,0,0
48,Private,Bachelors,NotMarried,Exec-managerial,Own-child,White,1,40,United-States,0,0
31,Private,HighGrad,NotMarried,Tech-support,Not-in-family,White,0,40,United-States,0,0
54,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
69,Private,dropout,Widowed,Other-service,Not-in-family,White,0,20,United-States,1086,0
40,Private,CommunityCollege,Married,Tech-support,Husband,White,1,50,United-States,0,0
25,Private,HighGrad,NotMarried,Machine-op-inspct,Own-child,White,0,50,United-States,0,0
82,Self-emp-not-inc,dropout,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
48,Self-emp-not-inc,Bachelors,Separated,Tech-support,Not-in-family,White,1,50,United-States,0,0
53,State-gov,HighGrad,Married,Handlers-cleaners,Husband,White,1,40,United-States,0,0
47,Private,CommunityCollege,Married,Craft-repair,Husband,Amer-Indian-Eskimo,1,50,United-States,0,1
57,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,-1740,0
21,Private,CommunityCollege,NotMarried,Sales,Own-child,White,0,13,United-States,0,0
52,Private,dropout,Separated,Craft-repair,Unmarried,Black,0,40,United-States,4101,0
45,Private,CommunityCollege,Separated,Machine-op-inspct,Not-in-family,White,1,40,United-States,0,0
54,Private,Masters,NotMarried,Prof-specialty,Not-in-family,White,1,40,United-States,0,1
69,Self-emp-not-inc,Masters,Married,Prof-specialty,Husband,White,1,45,United-States,20051,1
30,Private,CommunityCollege,NotMarried,Machine-op-inspct,Own-child,Black,0,40,United-States,0,0
37,Private,dropout,Married,Craft-repair,Husband,Other,1,40,United-States,0,0
60,Self-emp-inc,dropout,Married,Exec-managerial,Husband,White,1,44,United-States,-1977,1
55,Private,HighGrad,Married,Farming-fishing,Husband,White,1,40,United-States,0,0
46,Private,Bachelors,Separated,Sales,Not-in-family,White,1,55,United-States,99999,1
21,Private,HighGrad,Married,Craft-repair,Other-relative,White,1,40,Outros,0,0
25,Private,CommunityCollege,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
67,Private,HighGrad,Married,Sales,Husband,White,1,4,United-States,1797,0
41,Local-gov,Masters,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
53,Private,HighGrad,Married,Adm-clerical,Husband,White,1,50,United-States,0,0
26,Private,HighGrad,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,0,0
68,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,10,United-States,0,1
36,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,White,0,40,United-States,3325,0
20,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,15,United-States,0,0
20,Private,CommunityCollege,NotMarried,Exec-managerial,Other-relative,White,1,40,United-States,-2001,0
35,Private,Masters,NotMarried,Prof-specialty,Not-in-family,White,1,45,United-States,99999,1
27,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,0,40,United-States,0,0
29,Private,HighGrad,NotMarried,Craft-repair,Own-child,White,1,40,United-States,0,0
28,Private,Bachelors,Married,Tech-support,Husband,White,1,40,United-States,0,0
40,Private,Masters,Married,Prof-specialty,Wife,White,0,50,Outros,15024,1
20,Private,dropout,NotMarried,Handlers-cleaners,Own-child,White,1,40,United-States,0,0
51,Private,CommunityCollege,NotMarried,Prof-specialty,Own-child,White,0,40,United-States,0,0
30,Private,Masters,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
50,Private,HighGrad,Separated,Sales,Unmarried,White,0,55,United-States,0,0
30,Local-gov,HighGrad,Married,Prof-specialty,Husband,White,1,40,United-States,0,0
34,Private,Bachelors,Separated,Prof-specialty,Unmarried,Black,0,39,United-States,0,0
55,Private,Masters,Married,Prof-specialty,Husband,White,1,52,United-States,0,1
53,Self-emp-not-inc,CommunityCollege,Separated,Sales,Not-in-family,White,0,70,United-States,0,0
45,Private,Masters,NotMarried,Exec-managerial,Not-in-family,White,0,50,United-States,-2824,1
45,Private,CommunityCollege,Separated,Prof-specialty,Unmarried,White,0,50,United-States,0,0
40,Self-emp-not-inc,dropout,Married,Farming-fishing,Husband,White,1,72,United-States,0,0
73,Local-gov,Masters,Married,Exec-managerial,Husband,White,1,20,Outros,0,0
18,Private,dropout,NotMarried,Other-service,Own-child,White,0,20,United-States,0,0
33,Private,HighGrad,Married,Sales,Husband,White,1,55,United-States,0,1
33,Private,Bachelors,Married,Tech-support,Husband,White,1,50,United-States,0,0
38,Private,CommunityCollege,Married,Machine-op-inspct,Husband,White,1,48,United-States,0,1
31,Federal-gov,HighGrad,Married,Adm-clerical,Husband,White,1,45,United-States,0,1
51,Self-emp-inc,Bachelors,Separated,Sales,Unmarried,White,1,40,United-States,-2824,1
32,Private,Bachelors,Married,Exec-managerial,Husband,White,1,45,United-States,0,1
52,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
41,Self-emp-inc,Bachelors,Married,Prof-specialty,Husband,White,1,50,United-States,0,0
25,Private,HighGrad,NotMarried,Sales,Not-in-family,White,0,35,United-States,0,0
45,Local-gov,CommunityCollege,Married,Protective-serv,Husband,White,1,40,United-States,0,0
61,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,White,1,20,United-States,0,0
71,Private,CommunityCollege,Widowed,Other-service,Not-in-family,White,0,28,United-States,0,0
63,State-gov,HighGrad,Separated,Adm-clerical,Not-in-family,White,0,27,United-States,0,0
45,State-gov,HighGrad,Separated,Sales,Unmarried,Black,0,40,United-States,0,0
47,Private,HighGrad,Married,Craft-repair,Husband,White,1,52,United-States,0,0
50,Self-emp-not-inc,Masters,Separated,Prof-specialty,Not-in-family,White,0,25,United-States,0,0
25,Local-gov,Bachelors,NotMarried,Prof-specialty,Own-child,White,1,45,United-States,0,0
32,Private,HighGrad,NotMarried,Machine-op-inspct,Not-in-family,Black,0,40,United-States,0,0
40,Private,Doctorate,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
50,Private,dropout,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
54,Private,CommunityCollege,Separated,Protective-serv,Unmarried,White,0,40,United-States,0,0
34,Private,HighGrad,Married,Transport-moving,Husband,White,1,50,United-States,0,1
42,Private,dropout,Separated,Machine-op-inspct,Not-in-family,Black,0,46,United-States,0,0
38,Private,HighGrad,Separated,Sales,Not-in-family,White,1,60,United-States,0,0
17,Private,dropout,NotMarried,Sales,Own-child,White,0,24,United-States,0,0
47,Private,Masters,Married,Prof-specialty,Husband,White,1,55,United-States,0,1
25,Private,CommunityCollege,NotMarried,Sales,Own-child,White,0,40,United-States,0,0
30,Private,HighGrad,Married,Transport-moving,Husband,White,1,40,United-States,0,0
39,Private,HighGrad,Married,Craft-repair,Husband,White,1,65,United-States,-1887,1
47,Federal-gov,Bachelors,Married,Protective-serv,Husband,White,1,45,United-States,0,1
57,Private,HighGrad,Married,Tech-support,Husband,White,1,40,United-States,0,0
25,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,Black,0,40,United-States,0,0
68,Private,Masters,Married,Prof-specialty,Husband,White,1,45,United-States,0,0
34,State-gov,HighGrad,Married,Machine-op-inspct,Husband,White,1,65,United-States,0,0
35,Private,HighGrad,Married,Farming-fishing,Husband,White,1,40,United-States,0,0
39,Local-gov,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,1
47,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
47,Private,CommunityCollege,Widowed,Exec-managerial,Not-in-family,White,0,45,Outros,0,0
55,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,Asian-Pac-Islander,1,70,United-States,0,0
72,Self-emp-not-inc,CommunityCollege,Married,Farming-fishing,Husband,White,1,21,United-States,0,0
32,Private,HighGrad,Married,Adm-clerical,Wife,White,0,44,United-States,0,0
28,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
61,Self-emp-inc,Masters,Separated,Prof-specialty,Not-in-family,White,1,35,United-States,0,0
44,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,1,50,United-States,0,1
35,Local-gov,Masters,Married,Prof-specialty,Wife,White,0,35,United-States,0,1
48,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
49,Federal-gov,HighGrad,Married,Adm-clerical,Husband,White,1,46,United-States,0,0
32,Private,CommunityCollege,NotMarried,Other-service,Not-in-family,Black,1,35,United-States,0,0
26,Federal-gov,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,Other,1,55,United-States,0,0
56,Self-emp-not-inc,Bachelors,Separated,Farming-fishing,Not-in-family,White,1,30,United-States,0,0
24,State-gov,Masters,NotMarried,Prof-specialty,Not-in-family,White,0,20,United-States,0,0
42,Local-gov,CommunityCollege,Married,Adm-clerical,Wife,White,0,35,Outros,0,1
37,State-gov,HighGrad,Married,Protective-serv,Husband,White,1,55,United-States,0,1
57,Private,CommunityCollege,Separated,Tech-support,Not-in-family,Black,0,40,United-States,0,0
48,Local-gov,Bachelors,Separated,Prof-specialty,Unmarried,White,0,45,United-States,7443,0
39,Private,CommunityCollege,Separated,Craft-repair,Unmarried,White,1,40,United-States,0,0
20,Self-emp-inc,HighGrad,NotMarried,Craft-repair,Own-child,White,1,40,United-States,0,0
46,Private,HighGrad,Separated,Tech-support,Not-in-family,White,0,20,United-States,0,0
68,Self-emp-not-inc,dropout,Married,Craft-repair,Husband,Black,1,6,United-States,0,0
33,Private,dropout,Married,Transport-moving,Husband,White,1,40,United-States,0,0
35,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,50,United-States,0,0
20,Private,HighGrad,NotMarried,Other-service,Own-child,White,0,30,United-States,0,0
42,State-gov,Bachelors,Married,Protective-serv,Husband,White,1,52,United-States,0,0
42,Private,CommunityCollege,Separated,Prof-specialty,Not-in-family,White,1,50,Outros,-2231,1
